Date,isotope
1978-05-02,-88.4041
1978-05-03,-90.62958
1978-05-04,-87.29136
1978-05-05,-89.10688
1978-05-09,-92.73792
1978-05-10,-86.88141
1978-05-12,-87.75988
1978-05-19,-88.16984
1978-05-20,-86.93997
1978-05-26,-88.63836
1978-05-28,-87.93558
1978-06-02,-88.87262
1978-06-06,-88.2284
1978-06-07,-83.83602
1978-06-08,-73.41142
1978-06-15,-83.71889
1978-06-17,-82.95754
1978-06-22,-78.74085
1978-06-22,-82.19619
1978-06-23,-82.66471
1978-06-30,-82.13763
1978-06-30,-80.96633
1978-07-02,-81.61054
1978-07-08,-81.08346
1978-07-09,-73.58712
1978-07-11,-80.26354
1978-07-15,-78.09663
1978-07-16,-79.97072
1978-07-17,-79.61933
1978-07-17,-68.72621
1978-07-17,-75.40264
1978-07-19,-74.99268
1978-07-25,-77.56955
1978-07-27,-78.09663
1978-07-30,-73.17716
1978-07-30,-78.74085
1978-07-31,-76.51537
1978-07-31,-72.82577
1978-08-01,-58.8287
1978-08-08,-75.75403
1978-08-10,-77.21816
1978-08-11,-74.93411
1978-08-13,-61.69839
1978-08-22,-77.56955
1978-08-22,-78.03807
1978-08-24,-76.33968
1978-08-28,-76.22255
1978-08-31,-74.2899
1978-09-02,-77.74524
1978-09-02,-76.10542
1978-09-04,-67.67204
1978-09-04,-74.05564
1978-09-11,-74.1142
1978-09-12,-75.98829
1978-09-15,-77.10102
1978-09-21,-74.58272
1978-09-24,-71.36164
1978-09-27,-68.96047
1978-09-28,-74.40703
1978-09-28,-72.12299
1978-10-06,-73.99707
1978-10-09,-76.28111
1978-10-09,-77.74524
1978-10-13,-77.15959
1978-10-16,-76.74963
1978-10-16,-78.1552
1978-10-18,-77.39385
1978-10-19,-76.45681
1978-10-21,-69.54612
