Date,isotope
1984-04-26,-9.57
1984-04-27,-9.36
1984-04-29,-9.61
1984-04-29,-9.43
1984-05-03,-9.69
1984-05-06,-9.33
1984-05-06,-9.75
1984-05-07,-9.06
1984-05-09,-9.63
1984-05-11,-9.38
1984-05-15,-9.51
1984-05-15,-9.55
1984-05-17,-9.44
1984-05-20,-9.61
1984-05-20,-9.83
1984-05-22,-9.55
1984-05-24,-9.77
1984-05-25,-9.73
1984-05-25,-10.29
1984-05-27,-9.94
1984-05-28,-9.67
1984-05-29,-9.82
1984-05-29,-10.25
1984-05-31,-9.45
1984-06-02,-9.58
1984-06-02,-9.92
1984-06-03,-8.81
1984-06-03,-9.71
1984-06-04,-9.40
1984-06-08,-9.68
1984-06-10,-9.65
1984-06-12,-9.48
1984-06-13,-9.41
1984-06-16,-10.11
1984-06-18,-8.98
1984-06-23,-9.62
1984-06-24,-8.89
1984-06-24,-9.53
1984-06-29,-9.06
1984-06-29,-9.36
1984-06-30,-9.13
1984-07-02,-9.22
1984-07-06,-8.87
1984-07-06,-9.61
1984-07-06,-9.72
1984-07-09,-9.75
1984-07-10,-8.99
1984-07-11,-9.17
1984-07-18,-9.51
1984-07-22,-9.23
1984-07-27,-9.06
1984-07-27,-9.19
1984-07-28,-9.37
1984-07-28,-9.75
1984-07-28,-9.95
1984-07-31,-9.13
1984-08-03,-9.58
1984-08-03,-9.66
1984-08-06,-9.30
1984-08-06,-9.38
1984-08-06,-9.84
1984-08-07,-9.34
1984-08-08,-9.08
1984-08-08,-9.42
1984-08-12,-9.04
1984-08-13,-9.17
1984-08-13,-9.61
1984-08-16,-9.66
1984-08-17,-9.26
1984-08-19,-9.82
1984-08-22,-9.10
1984-08-23,-9.14
1984-08-26,-9.17
1984-08-27,-9.54
1984-08-28,-9.29
1984-08-28,-9.41
1984-09-04,-9.75
1984-09-04,-10.22
1984-09-07,-9.89
1984-09-07,-10.11
1984-09-11,-9.66
1984-09-11,-9.84
1984-09-13,-9.44
1984-09-13,-9.78
1984-09-14,-9.31
1984-09-15,-9.69
1984-09-17,-9.28
1984-09-17,-9.16
1984-09-18,-9.19
1984-09-20,-9.23
1984-09-24,-9.87
1984-09-27,-9.43
1984-09-27,-9.75
1984-09-27,-9.78
1984-09-27,-9.92
1984-09-29,-9.52
1984-09-29,-9.63
1984-10-04,-10.03
1984-10-05,-9.49
1984-10-08,-9.61
1984-10-08,-9.91
1984-10-10,-9.86
1984-10-13,-9.68
1984-10-13,-9.94
1984-10-17,-10.02
1984-10-20,-9.34
1984-10-24,-9.56
1984-10-24,-9.93
1984-10-26,-9.63
1984-10-27,-9.88
1984-10-30,-10.18
1984-11-01,-9.68
1984-11-02,-9.73
1984-11-05,-9.80
1984-11-06,-9.61
1984-11-10,-9.99
1984-11-14,-9.67
1984-11-15,-9.63
1984-11-15,-9.69
1984-11-17,-9.63
1984-11-17,-9.72
1984-11-21,-9.76
1984-11-21,-9.95
1984-11-23,-9.48
1984-11-25,-9.72
1984-11-27,-9.67
1984-11-28,-9.14
1984-11-28,-9.44
1984-11-28,-9.57
1984-12-01,-9.27
1984-12-01,-9.52
1984-12-04,-9.64
1984-12-06,-9.24
1984-12-11,-9.47
1984-12-11,-9.62
1984-12-13,-9.68
1984-12-14,-9.55
1984-12-17,-9.85
1984-12-19,-9.29
1984-12-19,-9.73
1984-12-20,-10.14
1984-12-23,-9.81
1984-12-25,-9.69
1984-12-29,-9.33
1984-12-29,-9.64
1985-01-02,-9.43
1985-01-02,-9.45
1985-01-05,-9.52
1985-01-10,-9.39
1985-01-10,-9.48
1985-01-10,-9.72
1985-01-14,-9.59
1985-01-18,-9.55
1985-01-19,-9.62
1985-01-23,-9.95
1985-01-23,-10.11
1985-01-24,-9.71
1985-01-26,-9.50
1985-01-26,-9.80
1985-01-26,-9.88
1985-01-27,-9.45
1985-01-29,-9.61
1985-01-30,-9.69
1985-01-31,-9.99
1985-02-01,-9.59
1985-02-01,-9.95
1985-02-03,-9.35
1985-02-03,-9.43
1985-02-19,-9.30
1985-02-23,-9.27
1985-02-23,-9.41
1985-02-25,-9.35
1985-02-25,-9.55
1985-02-26,-9.57
1985-02-27,-9.51
1985-03-02,-9.53
1985-03-02,-9.58
1985-03-05,-9.28
1985-03-05,-9.34
1985-03-05,-9.38
1985-03-11,-9.21
1985-03-11,-9.43
1985-03-11,-9.46
1985-03-15,-9.52
1985-03-15,-9.57
1985-03-19,-9.61
1985-03-20,-9.33
1985-03-21,-9.74
1985-03-25,-9.68
1985-03-26,-9.36
1985-03-26,-9.90
1985-03-27,-9.32
1985-03-30,-9.52
1985-03-30,-9.56
1985-04-01,-9.62
1985-04-05,-9.45
1985-04-05,-9.56
1985-04-06,-9.52
1985-04-06,-9.79
1985-04-07,-9.30
1985-04-09,-9.55
1985-04-12,-9.64
1985-04-12,-9.75
1985-04-15,-9.33
1985-04-16,-9.12
1985-04-17,-9.57
1985-04-18,-9.04
1985-04-22,-9.18
1985-04-22,-9.44
1985-04-25,-9.39
1985-04-25,-9.51
1985-04-27,-9.28
1985-05-01,-9.43
1985-05-01,-9.59
1985-05-04,-9.69
1985-05-04,-9.83
1985-05-07,-9.75
1985-05-08,-9.65
1985-05-13,-9.54
1985-05-14,-9.37
1985-05-14,-9.43
1985-05-17,-9.31
1985-05-18,-9.17
1985-05-19,-9.63
1985-05-20,-9.07
1985-05-23,-9.41
1985-05-23,-9.29
1985-05-27,-9.36
1985-05-27,-9.23
1985-05-29,-9.26
1985-05-30,-9.10
1985-05-31,-9.49
1985-06-02,-9.68
1985-06-05,-8.97
1985-06-09,-9.30
1985-06-10,-9.25
1985-06-11,-9.06
1985-06-11,-9.38
1985-06-14,-9.45
1985-06-16,-9.27
1985-06-18,-9.49
1985-06-19,-9.61
1985-06-19,-9.70
1985-06-21,-9.55
1985-06-24,-9.37
1985-06-25,-9.51
1985-06-27,-9.09
1985-06-29,-9.34
1985-07-01,-8.47
1985-07-01,-9.25
1985-07-04,-9.20
1985-07-04,-9.63
1985-07-05,-9.46
1985-07-08,-8.45
1985-07-08,-9.58
1985-07-10,-9.32
1985-07-11,-9.04
1985-07-13,-9.37
1985-07-13,-9.43
1985-07-16,-8.93
1985-07-17,-9.52
1985-07-18,-9.24
1985-07-19,-9.09
1985-07-19,-9.34
1985-07-22,-9.20
1985-07-27,-9.13
1985-07-27,-9.16
1985-07-31,-9.23
1985-07-31,-9.27
1985-08-03,-9.30
1985-08-07,-9.39
1985-08-11,-8.78
1985-08-11,-9.17
1985-08-11,-9.45
1985-08-12,-9.36
1985-08-12,-8.70
1985-08-15,-8.92
1985-08-15,-8.96
1985-08-18,-9.15
1985-08-19,-9.19
1985-08-23,-8.85
1985-08-24,-8.82
1985-08-25,-9.10
1985-08-31,-8.70
1985-09-02,-8.93
1985-09-04,-8.98
1985-09-04,-9.04
1985-09-04,-9.07
1985-09-07,-9.34
1985-09-10,-9.15
1985-09-13,-8.53
1985-09-13,-9.21
1985-09-14,-8.79
1985-09-14,-8.85
1985-09-16,-9.05
1985-09-21,-9.28
1985-09-24,-9.14
1985-09-26,-8.84
1985-09-26,-9.02
1985-09-26,-9.19
1985-09-30,-9.39
1985-10-01,-9.31
1985-10-01,-8.56
1985-10-02,-8.99
1985-10-10,-8.83
1985-10-10,-8.88
1985-10-12,-8.26
1985-10-13,-9.03
1985-10-15,-8.63
1985-10-16,-8.47
1985-10-19,-9.12
1985-10-24,-9.04
1985-10-26,-8.97
1985-10-27,-9.19
1985-11-01,-9.12
1985-11-02,-9.23
1985-11-02,-9.30
1985-11-03,-9.39
1985-11-06,-8.77
1985-11-07,-9.03
1985-11-09,-9.18
1985-11-12,-9.36
1985-11-13,-9.40
1985-11-18,-9.19
1985-11-19,-9.00
1985-11-22,-9.69
1985-11-24,-9.23
1985-11-24,-9.35
1985-11-24,-9.46
1985-11-27,-9.27
1985-11-28,-9.31
1985-12-01,-9.45
1985-12-01,-9.65
1985-12-06,-9.27
1985-12-09,-9.41
1985-12-10,-9.31
1985-12-15,-9.01
1985-12-16,-8.88
1985-12-17,-9.07
1985-12-22,-8.81
1985-12-25,-9.23
1985-12-26,-9.30
1985-12-28,-9.14
1985-12-31,-9.51
1986-01-02,-9.39
1986-01-02,-9.60
1986-01-06,-9.31
1986-01-06,-9.49
1986-01-08,-9.55
1986-01-11,-9.64
1986-01-12,-9.24
1986-01-12,-9.44
1986-01-12,-9.70
1986-01-13,-9.36
1986-01-16,-9.04
1986-01-18,-9.23
1986-01-18,-9.50
1986-01-20,-9.30
1986-01-24,-9.77
1986-01-26,-9.12
1986-01-26,-9.36
1986-01-26,-9.47
1986-01-28,-9.39
1986-01-31,-9.00
1986-01-31,-9.21
1986-01-31,-9.42
1986-01-31,-9.52
1986-02-06,-9.47
1986-02-09,-9.30
1986-02-13,-9.38
1986-02-16,-9.59
1986-02-17,-9.66
1986-02-17,-9.78
1986-02-19,-9.70
1986-02-20,-9.55
1986-02-22,-9.73
1986-02-24,-9.34
1986-02-27,-9.28
1986-02-27,-9.42
1986-03-01,-9.23
1986-03-01,-9.41
1986-03-05,-9.64
1986-03-07,-9.74
1986-03-10,-9.47
1986-03-12,-9.56
1986-03-16,-9.50
1986-03-18,-9.68
1986-03-18,-9.80
1986-03-21,-9.75
1986-03-23,-9.52
1986-03-23,-9.62
1986-03-26,-9.27
1986-03-28,-9.36
1986-03-30,-9.33
1986-03-30,-9.45
1986-03-30,-9.54
1986-04-01,-9.39
1986-04-03,-9.36
1986-04-04,-9.26
1986-04-09,-9.42
1986-04-10,-9.31
1986-04-15,-9.57
1986-04-17,-9.45
1986-04-22,-9.48
1986-04-23,-9.14
1986-04-23,-9.40
1986-05-01,-9.34
1986-05-07,-9.56
1986-05-09,-9.28
1986-05-12,-9.16
1986-05-17,-9.10
1986-05-17,-9.30
1986-05-19,-9.38
1986-05-23,-9.14
1986-05-25,-9.23
1986-05-26,-9.17
1986-05-28,-8.96
1986-05-30,-9.12
1986-05-30,-9.33
1986-05-31,-8.90
1986-06-01,-9.42
1986-06-08,-9.47
1986-06-10,-9.51
1986-06-11,-9.57
1986-06-12,-9.24
1986-06-13,-9.91
1986-06-13,-9.94
1986-06-15,-9.36
1986-06-16,-9.19
1986-06-18,-9.31
1986-06-23,-9.51
1986-06-23,-9.92
1986-06-24,-9.39
1986-06-27,-9.45
1986-06-30,-9.50
1986-07-02,-9.35
1986-07-03,-9.93
1986-07-05,-9.24
1986-07-07,-9.21
1986-07-08,-9.15
1986-07-09,-9.29
1986-07-10,-9.47
1986-07-15,-9.41
1986-07-16,-9.25
1986-07-20,-8.87
1986-07-21,-9.12
1986-07-24,-9.43
1986-07-29,-9.28
1986-07-31,-9.34
1986-08-01,-9.23
1986-08-03,-9.46
1986-08-06,-9.32
1986-08-06,-9.35
1986-08-09,-9.39
1986-08-12,-9.19
1986-08-12,-9.47
1986-08-14,-9.15
1986-08-14,-9.23
1986-08-16,-8.90
1986-08-16,-9.33
1986-08-17,-9.43
1986-08-23,-9.08
1986-08-25,-9.21
1986-08-26,-9.11
1986-08-28,-9.24
1986-09-01,-9.30
1986-09-02,-9.15
1986-09-03,-9.42
1986-09-07,-9.51
1986-09-08,-9.39
1986-09-16,-9.71
1986-09-17,-9.66
1986-09-21,-9.47
1986-09-21,-9.61
1986-09-22,-9.41
1986-09-23,-9.34
1986-09-28,-9.25
1986-09-28,-9.44
1986-10-02,-9.32
1986-10-05,-8.90
1986-10-05,-9.38
1986-10-09,-8.97
1986-10-10,-9.13
1986-10-12,-9.17
1986-10-13,-9.03
1986-10-15,-8.94
1986-10-19,-9.55
1986-10-23,-9.52
1986-10-23,-9.61
1986-10-23,-9.81
1986-10-23,-10.04
1986-10-27,-9.43
1986-10-27,-9.47
1986-10-31,-9.39
1986-11-01,-9.30
1986-11-01,-9.36
1986-11-05,-9.39
1986-11-10,-9.44
1986-11-10,-9.55
1986-11-11,-9.48
1986-11-14,-9.38
1986-11-16,-9.16
1986-11-17,-9.57
1986-11-19,-9.60
1986-11-21,-9.34
1986-11-22,-9.23
1986-11-22,-9.36
1986-11-23,-9.19
1986-11-23,-9.30
1986-11-27,-9.31
1986-11-27,-9.40
1986-11-28,-9.37
1986-11-30,-9.30
1986-12-02,-9.34
1986-12-02,-9.44
1986-12-07,-9.54
1986-12-08,-9.28
1986-12-12,-9.33
1986-12-14,-9.37
1986-12-22,-9.59
1986-12-25,-9.23
1986-12-28,-9.45
